,text,class
244, binus! adda yg ngeliat lanyard & flazzcard jatuh di sekitaran binus ga yaa? tali lanyard nya binusian yg biru,1
245, binus! wdyt mentor magang gw ngomong “kalau kamu di lecehin tapi gak berani speak up artinya kamu nyaman” ,1
246, binus! ini notenya diisi apaa?,1
247, Binus! Jatah online harus lapor ke ssc h-1 sebelum jadwal kelas ya? Temen sender adda yg sakit soalnya takut besok gabisa ikut kelas,1
248, binus! rekomen tempat nail art murah deket binus anggrek,1
249, binus! yang dulu di fb binusfess boleh minta fb lgi gak minn?,1
250," binus! Siswa Binus Inter pake shuttle bus ke Binus Aso  dari binus square, boleh ngga sih? Lumayan kalo buat pulang ke rumah hehe free trip",1
251," binus! apakah di sini dulu adda yang suka nonton acara breakout di net tv dan senang dengan sheryl sheinafia? yang berkenan aku tanya untuk tugas, tolong rep ya  ga banyak kok, cuman 3 pertanyaan. terima kasih!",1
252, binus! B24 adda yang mau ke library Binus alsut ngga? Buat nyari nyari referensi skripsi gitu. Aku mau ke library tapi canggung banget 1 tahun nggak ke kampus karena magang .,1
253, binus! gara” kelas baru balik jam 7 jadi jarang traweh gara gara macetnya jakarta,1
254, Binus! PETISI MENGHILANGKAN KELAS JAM 5-7 SELAMA BULAN PUASA ,1
255, binus! tempat yang enak buat belajar sekitaran binus kmg dimana ya?,1
256, Binus! Ini workshopnyaa,1
257," binus! info jam conserv, butuhh cepet nih",1
258, binus! jam conserv cari dimana yaa? minta dong,1
259, binus! Next autodebet kapan si,1
260," guys sender capek bgt ngecarry tugas kelompok kali ini sender kerjain sendiri, capek punya partner matkul UI/UX tau gt sender milih sendiri binus!",1
261," Welcome back Binus! Fesss, btw siapa yang setuju namanya diganti jadi NewBinusFess",1
262," Binus! Ada yg ikut workshop hand lettering bsk? Butuh temen bgt, btw sender B27",1
263, binus! come to visit himtes booth. fans jungwon nii yuk adda strawberry with chocolate ,1
264, Binus! Ruang JURA1 anggrek itu dimana ya?,1
265, binus! saranin dong barang danusan apa yang kira-kira bakal pasti kalian beli? ,1
266,"  binus! kalo learning plan enrichment statusnya awaiting ss approval, kita tunggu aja atau tanya lgsg ke ss nya yaa? TIA",1
267, binus! kalian adda yg comservnya ilang ga? aku kaget comservku tiba-tiba berkurang 5 jam. kalo gini sistemnya yg bermasalah kah?,1
268, binus! wajar ga si ngecrushin kepala bagian waktu enrich? beliau sudah 40+ tapi terlihat ,1
269, binus! kalo ga upload assignment 1&2 enrichment magang gimana ya konsekuensinya? TIA,1
270, binus! kalian adda yang dengerin deftones ga,1
271, binus! adda yg di binus dorm alsut ngga??,1
272,"eh tolol gw nyesel kek gini malah kek kodok lagi anjg jatohnya  
@binus_fesss
 done yh  udah ngilu ni bawah",1
273,salto gbs mint ini lagi di kelas  ngesplit aja gmn nanti,1
274, binus! bagi meme gslc gitu dongg,1
275, Binus! Hanya sekedar mengingatkan kalo periode UTS mulai tanggal 18 April 2024 ,1
276, ayo mutualan sm sender para binus! ian,1
277, binus! kehilangan kunci mobil hrv 20 maret di binus alsut sekitar jam 1 siang. tolong yang tau dan ambil kasih ke lost &amp;found,1
278," Discover the latest Lost and Found Items at BINUS! 

Server Time : Rabu, 20 Maret 2024 21.00 PM",1
279, Binus! Download kop binus kaya gini tuh dimana ya??,1
280, Binus! Pilmapres pilih faculty of engineering yes ! Makasihhh !!,1
281, binus! Anyone up to play some val rn? I need friends ,1
282, binus! makaci dah peka wkwkwk walau udah tau dari semalem karna kepepet jadinya belum sempet ngurus ban ,1
283, binus! kalo kalian punya temen dari semester 2 trs semester 3 ga sekelas tpi skrg sekelas lg tapi udah renggang ga sedeket dulu kalo dia lg ulang tahun ucapin ga?,1
284, binus! uts tanggal berapa,1
285," binus! numpang nanya guys, udah adda info blom ya tentang sp?",1
286, binus! cara ikut pilmapres bgimana dah,1
287, binus! adda yang pernah ngajuin surat permohonan izin sakit? isinya apa aja ya?,1
288, binus! semangatin gue pls paddahal baru smt II,1
289," binus! mau tanya dong, cara lapor kalo SAT kita belum masuk itu kemana ya? udah 2 minggu gak masuk:(",1
290," mahasiswa-mahasiswi binus! tolong bantu isi kuisioner aku yaa makasihh orang-orang baik panjang umur ya <3  link:

sorry tadi lupa link",1
291," mahasiswa-mahasiswi binus! tolong bantu isi kuisioner aku yaa makasihh orang-orang baik panjang umur ya <3

link:",1
292, guys liat info webinar binus! yang dpt SAT tuh drmn ya?,1
293, binus! fess abis ke suspend ato gua halu,1
294, minta jadwal binus! sem genap dong ges,1
295, Binus! Kalo turun di stasiun palmerah mau ke syahdan naik angkot/jaklingko nomor brp guys? Maaci,1
296, binus! Webinar di website Binus Webinar tuh dapet poin SAT ga?,1
297, Binus! Autodebet itu jam brp ya biasanya?,1
298," binus! kalo kalian bisa ganti jurusan, mau ganti ke apa dan apa alasan kalian milih jurusan yg sekarang?",1
299," binus! beelingua bayarnya berapa deh kalo hatinya udah abis gua sejak fyp belom ngerjain lagi,,,",1
300, ingpo dong emang beehive lt 5 binus! kmg tutup ya???,1
301, halo teman teman terkasih  binus! maukah mutualan dengan akun (nyerempet) baru saya ,1
302, Binus! Autodebet itu jam brp ya biasanya?,1
303," binus! kalo kalian bisa ganti jurusan, mau ganti ke apa dan apa alasan kalian milih jurusan yg sekarang?",1
304," binus! beelingua bayarnya berapa deh kalo hatinya udah abis gua sejak fyp belom ngerjain lagi,,,",1
305, ingpo dong emang beehive lt 5 binus! kmg tutup ya???,1
306, halo teman teman terkasih  binus! maukah mutualan dengan akun (nyerempet) baru saya ,1
307," Binus! Guys boleh bantu isi kuesioner ku? Kriteria nya nggak macem macem kok.  
1. usia 12 - 60 thn
2. Mempunyai penyakit (kondisi kesehatan) yang disebabkan oleh pola makan. 

Kalo adda yang mau bisa langsung rep, nanti ku DM ya. Yang lagi butuh responden  (1/2)",1
308,juga kita bisa barter juga . Thanks guys (2/2),1
309, binus! adda yg punya link grup b26 business management (online) ga?,1
310," binus! kalo mau ke binus alsut buat main gitu bole ikut naik bus kmg-alsut gasih guys? kalo boleh, adda link pengisian data sama jadwalnya gitu kah?",1
311," binus! aku b28 kmg, adda yg dapet jadwal fyp tgl 29 juli ga? siapa tau bisa barengann",1
312, binus! beelingua tuh masih wajib gasih?,1
313," binus! guys, adda yang FS nya Ibu ini ga ? Tolongin aku please sampe sekarang LP nya belom di approve paddahal udah di chat dari minggu kemarin dan udah di follow up juga (dan message nya juga statusnya udah 'seen') tapi sampe sekarang masih belom di approv (1/2)",1
314,"e. Buat temen2 yang FS nya sama, kalian belom di approve juga kah ? Ini memang harus nunggu kah ? (2/2)",1
315," binus! Ges numpang tanya,  sender CS27, absen HCI LAB jebol tapi HCI LEC aman, itu masi bisa ikut ujian ga ya?",1
316," hi teman-teman, addakh yang mw mutualan dengan sender??? binus! ian cs esp b27 got a free pass note: sender kaddang agak bawel terus tiba-tiba diem, ALAY, banyak mengeluh, dan akunny berisi cokipop",1
317, ini sebenernya adda apa kemaren 3 hari akun binus! fess menghilang T.T,1
318, struggle! haloo mau nanya toko alat tulis kyk push pin atau deoni yg dkt binus alsut adda apa aja yaa? makasii,1
319," Binus! Bisa ga sih skripsian sambil ngulang , sender harus ngulang matkul di sems 5, jadi takut banget klo ga bisa sp dam harus reguler.",1
320, Binus! Mau ikut organisasi luar kampus mending ikut apa ya? Ada rekomendasi ga? Sender anak komunikasi btw,1
321," Discover the latest Lost and Found Items at BINUS! 

Server Time : Selasa, 19 Maret 2024 21.00 PM",1
322, binus! info beli ipad second yg trusted dimana ya?,1
323, binus! info beli ipad second yg trusted dimana ya?,1
324," binus! p, tutor cara move on dari crush",1
325, binus!ian jual bubur sumsum disekitar binus kemanggisana dimana ya?,1
326," binus! Gila gw sekelas sama cegil, KAREN LU KALAU KERKEL TOLONG KERJA DONG, BEBAN BANGET SIH!!!",1
327, Binus! Siapa disini yg pusing brlajar html css? Saya saya saya,1
328, binus! semester 3 better jadi aslab atau aktif di himpunan?,1
329, Binus! Kalo kena radiasi malah bisa kelap kelip .. hihihi ..,1
330," Binus! Mo curhat .. masa temenku cowo pake bajunya itu terus, gpp sih .. tapi tapi tapi .. itu dicuci ngga hayoloh ",1
331, aduh binus! Gawat .. ngantukkkkk .. bentar lg masuk kelas ,1
332, Ada gak sih cewek kristen di binus! yang suka kalo cowoknya rambut panjang dan suka kalo kukunya dicat ato pake makeup? Jijik banget gak sihhh  (sender 200cm btw),1
333, binus! guys yang anak SI udah sidang/lulus. itu nanti tinggal play video presentasi aja kah? pembukanya dari kita atau dosen nya?,1
334, Di binus! Alsut sepanjang koridor lkc ke kantin kenapa tb2 banyak ulet dan harus diomongin ke mana biar dibasmi????,1
335, Binus! Lhoo adda lagi,1
336, binus! info boothcamp compscie semester 2 dong plsss ,1
337, binus! hai! aku mau tanya untuk verifikasi dokumen rapot saat pendaftaran itu biasanya berapa lama yaa guys?,1
338, binus! Ada yg buat essay buat pindah jurusan ga?,1
339," binus! heran bimay kasih materi tapi link materinya nggak kerja. Tanya LSC trus bilang oh kalo itu mah opsional. LAH trus materi belajar gimana? Hak sumber belajarnya gimana? Ini mah belajar sendiri, PPT gak ngerti, link sumber lain gak bisa. Textbook fee b (1/2)",1
340,uat apa coba (2/2),1
341, binus! info kumlotnya cult,1
342," Binus! Kalau f itu wajib ngulamg ga sih?? Solnya ip sender masih aman bangett, sayang aja kalau ulang lagi ",1
343," binus! hari sabtu minggu lalu tanggal 16 sekitar jam 4 an mobil ini nabrak n ngelindes gue, jd kronologiny gue lg jalan di sisi kiri dan posisi gue juga udh dipinggir bgt tapi tiba2 mobil ini nabrak gue pelan2 dari belakang trs smpe ngelindes telapak kaki g (1/3)",1
344,ue n tololny lagi ni org g adda minta maaf sama sekali main cabut aja paddahal jelas2 dia udh nabrak trs ngelindes kaki gue smpe gue gabisa gerak krn ketahan ban mobil n itu jujur sakit bgt. klo emg gabisa bawa mobil minimal klo mau lewat klaksonin dlu depan l (2/3),1
345,"u. jangan mlh main ditabrak aja, udh nabrak ga minta maaf sama sekali lg, anak org jadi ga kelas gara2 lu blok, tweetny gabakal gue apus smpe org yg nabrak gue nongol mksh (3/3)",1
346, binus! martabak atau pisang nugget,1
347, Binus! Ada yang punya kucing persia betina gak? Mau dijodohin ama kucingku,1
348," Discover the latest Lost and Found Items at BINUS! 

Server Time : Senin, 18 Maret 2024 21.00 PM",1
349," binus! Online learning, better free electives atau minor yaa?",1
350, haloo mau nanya stationery kyk push pin atau deoni yg dkt binus! alsut adda apa aja yaa?,1
351," binus! halo temen"" marcom",1
352,"Duh besties,jangan kebiasaan meninggalkan “sisa” ya.
Yuk belajar tanggungjawab besties
#binuskemanggisan",1
353, binus! halo tementemen compscie,1
354," binus! gais anak double degree atau yang pernah ambil Free Elective, spill dong matkul yg ez!!",1
355, bosen ya binus!fess yang asli ilang,1
356, addakah disini anak binus! jurusan chinese literature? mau nanya2 dikit ,1
357," binus! wkkwkwkw ini lah S&K cari kerja di Indo. Di luar negeri nggak se-strict ini. Mau heran tapi ini kenyataan, manfaatin waktu kuliah untuk glow up guys biar jadi good looking. Good looking privilege is real.",1
358," Discover the latest Lost and Found Items at BINUS! 

Server Time : Minggu, 17 Maret 2024 21.00 PM",1
359, binus! adda yg ngerti cara hitung RMSE?,1
360, binus! Cara ss approve learning plan gmn yaa?? Ada yg tau step by stepnya masuk ke website apa terus ngapain ajaa?? Thx,1
361," Discover the latest Lost and Found Items at BINUS! 

Server Time : Sabtu, 16 Maret 2024 21.01 PM",1
362," binus! Plis kelas nya jangan kek kutub utara, kelas dibuat nyaman bs ga si??? Masa sambil kelas sambil menggigil  tmksh ",1
363," Discover the latest Lost and Found Items at BINUS! 

Server Time : Jumat, 15 Maret 2024 21.00 PM",1
364, binus! rt tweet ini biar bifess rame lagi,1
365, kasian binus! fess,1
366, Ada yang tau ga ya kalo jd FL & FP binus! dapet SAT brp? Thanks,1
367," binus! Gak satu kelas sm sahabat kita di kuliah draining energy bgt jd sendirian, jd males kuliah ( tauu kok memang harus bisa bersosialisasi + nambah temen  )",1
368, Binus! Kalau misal adda kegiatan SSO insight corner bersamaan dengan kegiatan latihan UKM lebih baik pilih yang mana?,1
369," binus! Aku b28, addakah tips buat belajar UTS atau UAS? Dapet kisi2 kah atau ngapalin semua materi di LN? Makasii yg udah jawab",1
370, binus! kmg peeps nanya dong kalo mau naik public transportation anggrek ke cp naik apa yaa dan rute nya gmn,1
371, demi apapun binus! banyak banget ulet nyaa,1
372," binus! haloo mauu nnyaa, sender sems 2 trus absen cb ud jebol, kira” nnti bisaa sp ga yaa? trus mnding lanjut masuk kelasnya apa gausahh??",1
373, binus! adda yang tau ga nilai magang periode 2 kapan keluar?,1
374, binus! sender b27 mau mengundurkan diru dari binus karna masalah finance tata cara mengundurkan diri dari kampus gimana ya?,1
375, binus! gausa belagu lu jd org,1
376, spill foto bareng yang ketemu Jerome di binus! alsut dongsss,1
377," binus! Menggokil banget ges, tadi sender teledor naro duit 150K di kantong belakang. Pas mau beli barang, tau taunya tuh duit udah gk adda bau baunya sih jatoh di parkiran. Mau dicari juga kek nya nihil gk sih kalo duit mah  Diikhlasin juga 150K banyak jir (1/2)",1
378, btw parkiran binus alsut ges (2/2),1
379,"  binus! Menggokil banget ges, tadi sender teledor naro duit 150K di kantong belakang. Pas mau beli barang, tau taunya tuh duit udah gk adda bau baunya sih jatoh di parkiran. Mau dicari juga kek nya nihil gk sih kalo duit mah  Diikhlasin juga 150K banyak  (1/2)",1
380,jir  (2/2),1
381, Binus! Bulan puasa good waffle buka ga?,1
382," pls bantu jawab dongg, biaya hidup kalian di binus! kemanggisan (tanpa kos) berapa ya sebulaan? adda yang boleh di dm buat tanya"" gak? makasih",1
383, binus! plis review ureeka dong,1
384, binus! Hari ini booth menantea smpe jam brp atau bsk adda lgi di binus alsut?,1
385," binus! Menggokil banget ges, tadi sender teledor naro duit 150K di kantong belakang. Pas mau beli barang, tau taunya tuh duit udah gk adda bau baunya sih jatoh di parkiran. Mau dicari juga kek nya nihil gk sih kalo duit mah  Diikhlasin juga 150K banyak jir (1/2)",1
386, btw parkiran binus alsut ges (2/2),1
387,"  binus! Menggokil banget ges, tadi sender teledor naro duit 150K di kantong belakang. Pas mau beli barang, tau taunya tuh duit udah gk adda bau baunya sih jatoh di parkiran. Mau dicari juga kek nya nihil gk sih kalo duit mah  Diikhlasin juga 150K banyak  (1/2)",1
388,jir  (2/2),1
389, Binus! Bulan puasa good waffle buka ga?,1
390," pls bantu jawab dongg, biaya hidup kalian di binus! kemanggisan (tanpa kos) berapa ya sebulaan? adda yang boleh di dm buat tanya"" gak? makasih",1
391, binus! plis review ureeka dong,1
392, binus! Hari ini booth menantea smpe jam brp atau bsk adda lgi di binus alsut?,1
393, binus! setiap semester kt cuma bayar biaya kuliah yang pergantian semester aja atau adda yang harus di bayar lagi?,1
394," binus! i wish i could paint our love
these moments and vibrant hues",1
395," binus! mau deketin tapi gamau frontal, mau make a move takut dianya risih, mau gas tapi takut malah lose a friend ",1
396, binus! yang dpt festival lany bareng yuk,1
397, binus! Kira2 selama puasa bakal adda bazzar lg ga ya di binus alsut,1
398," Binus! Ada yang bisa bantu ajarin bikin animasi gak? nanti aku traktir nasi paddang, ily ",1
399, Binus! Dapat f itu wajib ngulang ga si?,1
400, halo binus!,1
401, binus! apakah main dan beli subscription bumble worth it?,1
402," struggle! GUYS NEED INFO, kalian yang buat paspor as a mahasiswa perlu adda berkas tambahan yang perlu di bawa nggak ya? Kaya ijazah SMA/K or KTM atau apa gitu untuk berkas pendukung kalo mahasiswa gitu",1
403, binus! kalo mau ngurus cuti ke slsc atau sadc dulu? sender b27,1
404, Binus! Mau nanya dong liburan itu dari tanggal berapa sampe tanggal berapa ya?,1
405, binus! gaes tutor pacaran sama kating dong,1
406, guys sumpah kalian ngerasa gaksih binus! maya notifikasinya banyak yg ngga masuk… kaddang iya kaddang ngga…  jujur kesel ,1
407," binus! haloo binusiann mau tanya dong, adda yg tau info beasiswa gk? (selain sasc)",1
408," binus! aku mahasiswa akhir lagi ngulang mata kuliah buat syarat skripsi, menurut kalian aku bakal lulus ga yaa? takut bgt pas udh ngulang matkulnya ternyata malah ngulang lagi karna nilainya jelek",1
409," binus! kalo mau ke binus alsut buat main gitu bole ikut naik bus kmg-alsut gasih guys? kalo boleh, adda link pengisian data gitu kah?",1
410, binus! mau tanya dong sender bingung CODY itu maskot binus atau virtual assistant sih?,1
411," mumpung binus! fess adda lagi, mau tanya dong masjid yang taraweh rakaatnya 11 di sekitar kemanggisan di mana yak?",1
412, Binus! Dapat f itu wajib ngulang ga si?,1
413, halo binus!,1
414, binus! apakah main dan beli subscription bumble worth it?,1
415," struggle! GUYS NEED INFO, kalian yang buat paspor as a mahasiswa perlu adda berkas tambahan yang perlu di bawa nggak ya? Kaya ijazah SMA/K or KTM atau apa gitu untuk berkas pendukung kalo mahasiswa gitu",1
416, binus! kalo mau ngurus cuti ke slsc atau sadc dulu? sender b27,1
417, Binus! Mau nanya dong liburan itu dari tanggal berapa sampe tanggal berapa ya?,1
418, binus! gaes tutor pacaran sama kating dong,1
419, guys sumpah kalian ngerasa gaksih binus! maya notifikasinya banyak yg ngga masuk… kaddang iya kaddang ngga…  jujur kesel ,1
420," binus! haloo binusiann mau tanya dong, adda yg tau info beasiswa gk? (selain sasc)",1
421," binus! aku mahasiswa akhir lagi ngulang mata kuliah buat syarat skripsi, menurut kalian aku bakal lulus ga yaa? takut bgt pas udh ngulang matkulnya ternyata malah ngulang lagi karna nilainya jelek",1
422," binus! kalo mau ke binus alsut buat main gitu bole ikut naik bus kmg-alsut gasih guys? kalo boleh, adda link pengisian data gitu kah?",1
423, binus! mau tanya dong sender bingung CODY itu maskot binus atau virtual assistant sih?,1
424," mumpung binus! fess adda lagi, mau tanya dong masjid yang taraweh rakaatnya 11 di sekitar kemanggisan di mana yak?",1
425,"palestinians are one step away from resorting to cannibalism amidst the forced starvation inflicted upon them. this is torture in every way: mentally, physically, and emotionally. how do you explain to your kids that the world is perfectly fine with watching them starve to death?",1
426,THIS IS EXTREMELY DYSTOPIAN OPEN YOUR EYES PEOPLE!!!,1
427,"These children are blessed
Because the red crescent gave up on the North long ago..
My family and I were not evacuated in an ambulance
We had to walk to the south
For six hours",1
428,"GOOD NEWS; REMEMBER HIM?

YOUR VOICE SAVED THEM!
The crucial moments of evacuation for the children Fadi Al Zant and Noor Al Jarbou, whose lives were in grave danger due to the famine in North Gaza.
This life-saving effort was made possible through the coordination between the…",1
429,"LETS GOO ayo gais pls sumpah di indo BANYAK BANGET produk mirip punya mereka YANG JAUH LEBIH ENAK 
Mereka tuh cmn menang di brand aja cuy, kualitas mah kgk. Contohnya aja Fore dah. Jauh lebih enak daripada SB and HALF THE PRICE. Also support brand lokal <3",1
430, baru tau boikot produk pro isriwil di Indonesia berimpact kirain warga indo pada tone deaf sama masalah pemboikotan ini ,1
431,Burger ada Burger Bangor YANG JAUH LEBIH ENAK DARI MCD'S DRY ASS BURGERS. Ayam sama nasi ada Richeese yang LEBIH ENAK JUGA COK SUMPAH. Ada juga Emados yang emang beda cuman ENAK JUGA AND IT'S OWNED BY A PALESTINIAN!!,1
432,Ipk serendah itu berarti dia ga ngerjain the bare minimum ga sih? https://x.com/toniheru/statu/toniheru/status/1769570983604834348…,1
433,"Kayaknya kalau dia niat ngerjain tugas atau jarang absen, at least ipknya 2.7 atau 2.8",1
434,Tapi 58% rakyat Indonesia lebih memilih makan siang gratis daripada transportasi publik massal setara Jakarta di 40 kota besar ,1
435,After trying MRT for the first time now im understand... THIS IS SHOULD BE IN EVERY MAJOR INDONESIA CITY RIGHT NOW!,1
436,"My best friend's link
Omg I'm gonna be an aunt soon!",1
437,"EXACTLY!! The whole point of fasting is to learn how to control yourself. If you see a non-muslim eat within your vicinity and you get mad over it, you clearly do not get why we fast in the first place.",1
438,"Muslims DO NOT care if our non-Muslim colleagues and friends eat in our presence while we’re fasting. In fact, I feel weird when they feel they can’t.

I don’t know what those two Muslims were doing, but their non-Muslim colleague SHOULD NOT have been made to feel he can’t eat. x.com/tpointuk/statu…",1
439,"This is among the worst footage I've seen. Not only were these boys clearly unarmed & present no threat whatsoever, but they were struck multiple times even after stumbling/crawling away. There is no way they could have been considered combatants. This is unreal.",1
440,Graphic scenes: An Israeli army drone pursued four civilian youths who attempted to reach their destroyed homes and killed them with missiles in Khan Younis at the start of last February.,1
441,Tiap hari pake qris gwej,1
442,bayangkan di masa depan akan ada uang kertas gambar muka gibran,1
443,"This is barbaric. Zionists dug up child sized graves in front of a school in the West Bank to intimidate and threaten Palestinian children. 

Zionism is a cancer on humanity.",1
444,Still rlly happy that a male friend genuinely called me pretty YIPEE,1
445,The contrast is unimaginable.,1
446,Dungeon meshi is so funny like wdym you're punching the ghosts with holy water ,1
447,posted four minutes ago.,1
448,"In 1991, the US bombed a baby formula factory in Iraq as part of ""Op Desert Storm."" The US lied, saying it was a biological weapons facility,  when really it was the only source of infant formula food for children one year and younger in Iraq.

Birds of a colonial feather",1
449,They banned baby formula from entering Gaza. Baby formula. x.com/facethenation/…,1
450,#dungeonmeshi,1
451,"Having to watch the gut-wrenching depths of human grief for months has fundamentally changed me as a person.

I wish their pain on every politician assisting this genocide, on every celebrity that says nothing, and on regular people that turn a blind eye or worse, a gleeful eye. https://x.com/qudsnen/status/qudsnen/status/1768962357441556638…",1
452,This man is 11 years older than the State of Israel.,1
453,"“This is my apartment, I put my life’s earnings into it. Gone in a minute. I have nothing, I left home with nothing.”In a video uploaded on social media, an 87-year-old man broke down in tears upon seeing his destroyed apartment upon returning home to Khan Younis, Gaza.",1
454,"Katara didn't didn't want to become a healer. She was angry bc she wanted to learn waterbending as self defense but was denied solely due to her gender. She knew she had the potential to help end the war, but Pakku underestimated her.",1
455,It's so funny how Katara ended up being the healer she didn't want to become,1
456,"She most likely realized that she couldn't fight as she used to (+it's not rlly needed anymore) due to aging and decided to master her ability to heal. It shouldn't be hard for her to do so because even in the ig series, she's just as much a healer as she is a fighter.",1
457,*og,1
458,"mind you boycotting is the BARE minimum. people in palestine need YOU, need your actions, need your voice need you to speak up and do your own part in supporting them because they have nothing. they can’t save themselves and they’re fucking beginning you guys to boycott",1
459,"she’s been reposting about gaza the past few months and now she’s called for a PERMANENT ceasefire. that’s how you use your platform, privilege and voice.",1
460, | @reneerapp calling for an immediate ceasefire in Gaza tonight during her acceptance speech at the #GLAADAwards,1
461,THIS is what we need no small performative pins that no one sees but loud outspoken support that people can’t ignore,1
462, | @reneerapp calling for an immediate ceasefire in Gaza tonight during her acceptance speech at the #GLAADAwards,1
463,"hind rajab was murdered by Israel

14,000 palestinian children murdered by Israel in 13 weeks. never forget, never forgive.",1
464,"Jill and I are devastated to learn that Itay Chen was killed by Hamas during its brutal terrorist assault on October 7.

In December, Itay’s father and brother joined me at the White House to share the agony and uncertainty they’ve faced as they prayed for the safe return of…",1
465,"Blame it on China, when it's really about Jewish groups in the U.S. pressuring Congress because they see TikTok as a danger to the pro-Israel propaganda",1
466,"Rep. Nancy Pelosi reacts to Congress passing a bill that could ban TikTok.

""If the Chinese government... controls the algorithm, we are at their mercy.""",1
467,"He's literally a kid.

Israel murdered his parents and shot him.

You really expect him to grow up and want to peacefully coexist with his neighbours?

Give me a break...",1
468," The Israelis shot him and killed his parents, yet he still says: ""Thank God.""

Wow... ",1
469,"sister minnie's owner is palestinian (not living in palestine as far as im aware) and her accounts have been shadowbanned for pro-palestinian posts. you can support her by buying sister minnie merch or supporting the hijab company she owns, link in replies",1
470,My fav muslim cat will forever be sister Minnie   x.com/m1jaru/status/…,1
471,.....Why the hell would anyone commit suicide by stabbing themselves 20 times AND on the back of their necks? Someone is definitely pulling some strings to cover this up.,1
472,"On January 26, 2011, during a blizzard in Philadelphia, Ellen Greenberg decided to leave her workplace and return to her apartment in Manayunk. 

Around 6:40 p.m. that same evening, Ellen tragically succumbed to twenty stab wounds, including ten inflicted on her back and neck.…",1
473,"  BLOOD DARAH

TERJADI LAGI DAN LAGI, PENEMBAKAN MASAL TERHADAP WARGA YANG SEDANG MENUNGGU BANTUAN MAKANAN 

TERUSIN BOYCOTT. TERUS UP BERITA MEREKA ",1
474,My personal take on the new trend,1
475,"Berhasil apa sih? Ini mah KEGAGALAN. Kalo ada umat kepercayaan tertentu TERPAKSA MASUK ISLAM hanya untuk memperoleh hak mereka sebagai warga negara, BERARTI NEGARA GAGAL melindungi hak-hak mereka. Bisa nulis berita gak sih? https://x.com/detikcom/statu/detikcom/status/1767082257062224176…",1
476,"katanya perempuan gaboleh pilih2 kalo menikah, katanya gaboleh nolak kalo ada yang ngelamar, nanti jadi omongan 'ga bersyukur' 'makin tua kalo pilih2 terus ga ada yang mau' 

sudah terlanjur menikah trs ada kdrt, perempuan juga salah, tai",1
477,"Mental gymnastic paling gokil (karena buatku bego sangat) hari ini adalah…

“Ada peran dan salah perempuan ketika KDRT menimpa mereka sebab merekalah yang memberikan kesempatan suaminya menikahinya”

Awowkwowkok super gaslighting.",1
478,A thread of Palestinian families that need to reach their goals ASAP >>,1
479,"BREAKING: CNN put up figures of children on its studio walls, one for each child killed in Gaza by the Israeli army.",1
480,"""Oh kamu anak animasi ya? Nanti kerja di jepang aja bikin anime!^^""

Iykyk",1
481,BREAKING: Al Jazeera Studios decorated their studios on the first night of Ramadan with the names of the Palestinian children killed by Israel in Gaza. ,1
482,Jonathan Glazer stood up on stage in front of the world and called the genocide of Palestinians a Holocaust. You could see how nervous and scared he was. We need to stop putting the burden of speaking the truth on Jewish people and stop fearing Zionists. What a brave man.,1
483,Jonathan Glazer’s acceptance speech for Best International Film for ‘THE ZONE OF INTEREST’ at the #Oscars,1
484,not watching the oscars this evening - but the palestine pins are far more of a statement than the red ones,1
485,"This kid’s voice is just stuck in my head. 
His words, his face.",1
486,Stargazing,1
487,The real palestinian children this drawing was referenced from,1
488,Stargazing,1
489,"one week after October 7 Noor Harazeen reported live from Gaza that she saw at least 10 actually beheaded toddlers. No one in the Western media reported this. Over the next 6 months thousands more babies were beheaded and bodies ripped apart because they didn't, and still don't",1
490,how did he get away with this like...,1
491,Harry Styles immediately throwing away a Palestinian flag as soon as he recognized what it is...,1
492,Dove fae husband???????,1
493,i'm curious what you guys get,1
494,"Words can't describe how dehumanizing it is to see my name used 20,000+ times in MidJourney. My life's work and who I am—reduced to meaningless fodder for a commercial image slot machine.",1
495,"Sooooo, show Midjourney an artist’s image directly and Midjourney will copy it.
You’re nothing but thieves. 
Nothing. 
#AIisTrash x.com/midjourney/sta…",1
496,Note how Palestinians (including children) are always referred to as “detainees” and Israelis as “hostages”,1
497,"27 Gaza detainees have died in custody at Israeli military facilities since the outbreak of the war, according to figures obtained by Haaretz
https://haaretz.com/israel-news/2024-03-07/ty-article/.premium/27-gaza-detainees-died-in-custody-at-israeli-army-facilities-since-the-start-of-the-war/0000018e-1322-d950-a18e-f3bbaa370000…",1
498,"Things are infinitely worse than what we can even fathom. 

From 60Kg to 16kg… 
A special need kid…",1
499,"Bahaa Nimira a Palestinian with special needs from the north of Gaza, he has lost over 40 kg of his weight due to malnutrition and lack of food.",1
500,"Israel kills 63 women every day in Gaza.

Israel kills 37 mothers every day in Gaza.

Israel has killed 9,000 women in Gaza in just 5 months

Israel raped and sexually assaulted Palestinian women

Are Palestinian women facing genocide included for International Women's Day today?",1
501,"Do y’all realize that Israel has Palestinian hostages? They have Palestinian children as young as 6 years old in Israeli prisons. 6 year olds are not prisoners, they are hostages.",1
502,"#BringBackOurGirls #FreeTheHostages #BringThemHome #BringThemHomeNow 
#WomenHistoryMonth",1
503,very normal totally not concerning at all actually,1
504,"""With the help of God, slavery will return. The non-Jews will want to be our slaves.""

Prominent Israeli officials have made recent visits to this contentious religious military academy in a settlement in the West Bank.",1
